BioSample Accession,BAKTA,size,contigs_orig,MIC,in_downloads,calc_R_S
SAMEA7563394,atb.bakta.r0.2.batch.346.tar.xz,4336991,120,0.25,True,S
SAMEA7525729,atb.bakta.r0.2.batch.342.tar.xz,4319809,130,0.5,True,S
SAMEA5570000,atb.bakta.r0.2.batch.340.tar.xz,4355390,82,1.0,True,S
SAMEA7563417,atb.bakta.r0.2.batch.346.tar.xz,4338276,116,0.25,True,S
SAMEA7525693,atb.bakta.r0.2.batch.342.tar.xz,4345803,120,0.25,True,S
SAMEA1101787,atb.bakta.r0.2.batch.334.tar.xz,4309284,141,0.5,True,S
SAMEA7544621,atb.bakta.r0.2.batch.343.tar.xz,4346067,101,0.25,True,S
SAMEA7563614,atb.bakta.r0.2.batch.346.tar.xz,4332711,117,0.5,True,S
SAMEA7526630,atb.bakta.r0.2.batch.342.tar.xz,4366685,102,0.5,True,S
SAMEA8741233,atb.bakta.r0.2.batch.347.tar.xz,4281389,131,0.5,True,S
SAMEA104362059,atb.bakta.r0.2.batch.350.tar.xz,4336058,102,0.5,True,S
SAMN05916308,,4382411,24,0.25,True,S
SAMEA7526440,atb.bakta.r0.2.batch.342.tar.xz,4338612,129,0.125,True,S
SAMEA7542329,atb.bakta.r0.2.batch.343.tar.xz,4368814,76,0.12,True,S
SAMEA7526034,atb.bakta.r0.2.batch.342.tar.xz,4312944,137,0.06,True,S
SAMEA7561020,atb.bakta.r0.2.batch.346.tar.xz,4347035,97,0.12,True,S
SAMEA7525586,atb.bakta.r0.2.batch.342.tar.xz,4299685,239,0.25,True,S
SAMEA7526099,atb.bakta.r0.2.batch.342.tar.xz,4363102,98,0.25,True,S
SAMEA7525457,atb.bakta.r0.2.batch.342.tar.xz,4303419,178,0.12,True,S
SAMEA7544058,atb.bakta.r0.2.batch.343.tar.xz,4330507,130,0.5,True,S
SAMEA7555935,atb.bakta.r0.2.batch.345.tar.xz,4370928,102,0.5,True,S
SAMEA7541533,atb.bakta.r0.2.batch.343.tar.xz,4315748,110,0.5,True,S
SAMEA7525205,atb.bakta.r0.2.batch.342.tar.xz,4346794,130,1.0,True,S
SAMEA7526576,atb.bakta.r0.2.batch.342.tar.xz,4359482,87,0.06,True,S
SAMN05918609,,4389551,11,0.25,True,S
SAMN06094075,,4392860,7,0.25,True,S
SAMN05915288,,4400632,5,0.25,True,S
SAMEA7524719,atb.bakta.r0.2.batch.342.tar.xz,4344041,94,0.5,True,S
SAMEA8718866,atb.bakta.r0.2.batch.347.tar.xz,4360931,84,0.25,True,S
SAMEA7525778,atb.bakta.r0.2.batch.342.tar.xz,4361770,93,0.5,True,S
SAMEA7543879,atb.bakta.r0.2.batch.343.tar.xz,4354615,69,0.5,True,S
SAMEA8741926,atb.bakta.r0.2.batch.347.tar.xz,4342628,89,0.5,True,S
SAMEA7542160,atb.bakta.r0.2.batch.343.tar.xz,4376810,91,0.5,True,S
SAMEA7561002,atb.bakta.r0.2.batch.346.tar.xz,4363948,89,1.0,True,S
SAMEA7546791,atb.bakta.r0.2.batch.343.tar.xz,4309487,111,0.25,True,S
SAMEA7526091,atb.bakta.r0.2.batch.342.tar.xz,4315962,132,0.5,True,S
SAMEA1101600,atb.bakta.r0.2.batch.334.tar.xz,4326021,128,0.5,True,S
SAMEA8718987,atb.bakta.r0.2.batch.347.tar.xz,4260680,129,1.0,True,S
SAMEA7525860,atb.bakta.r0.2.batch.342.tar.xz,4372934,108,0.125,True,S
SAMEA7563278,atb.bakta.r0.2.batch.346.tar.xz,4329551,127,0.25,True,S
SAMEA7526220,atb.bakta.r0.2.batch.342.tar.xz,4346164,143,0.5,True,S
SAMEA7525545,atb.bakta.r0.2.batch.342.tar.xz,4269124,301,0.03,True,S
SAMEA104362459,atb.bakta.r0.2.batch.350.tar.xz,4211733,252,0.5,True,S
SAMEA7525741,atb.bakta.r0.2.batch.342.tar.xz,4272078,151,0.5,True,S
SAMN05916304,,4395670,23,0.5,True,S
SAMEA7543896,atb.bakta.r0.2.batch.343.tar.xz,4350726,87,0.5,True,S
SAMEA7526383,atb.bakta.r0.2.batch.342.tar.xz,4312607,88,0.25,True,S
SAMEA7561388,atb.bakta.r0.2.batch.346.tar.xz,4260717,150,0.25,True,S
SAMEA7524819,atb.bakta.r0.2.batch.342.tar.xz,4364975,96,0.5,True,S
SAMN05916278,,4392760,10,0.25,True,S
SAMEA5569609,atb.bakta.r0.2.batch.340.tar.xz,4357539,90,0.5,True,S
SAMEA104362130,atb.bakta.r0.2.batch.350.tar.xz,4283166,130,0.5,True,S
SAMEA8742425,atb.bakta.r0.2.batch.347.tar.xz,4344419,105,0.5,True,S
SAMEA7544708,atb.bakta.r0.2.batch.343.tar.xz,4382520,87,0.25,True,S
SAMEA7526568,atb.bakta.r0.2.batch.342.tar.xz,4367962,84,0.5,True,S
SAMEA7542102,atb.bakta.r0.2.batch.343.tar.xz,4359118,82,0.5,True,S
SAMEA7541701,atb.bakta.r0.2.batch.343.tar.xz,4329870,113,0.5,True,S
SAMEA7525999,atb.bakta.r0.2.batch.342.tar.xz,4371466,104,0.5,True,S
SAMEA7525664,atb.bakta.r0.2.batch.342.tar.xz,4368372,148,0.25,True,S
SAMEA7545970,atb.bakta.r0.2.batch.343.tar.xz,4350389,109,0.5,True,S
SAMEA7526338,atb.bakta.r0.2.batch.342.tar.xz,4380894,86,0.5,True,S
SAMEA7525828,atb.bakta.r0.2.batch.342.tar.xz,4322570,123,0.5,True,S
SAMEA7561416,atb.bakta.r0.2.batch.346.tar.xz,4322595,133,0.25,True,S
SAMEA7525423,atb.bakta.r0.2.batch.342.tar.xz,4337034,162,0.125,True,S
SAMEA8741226,atb.bakta.r0.2.batch.347.tar.xz,4282696,139,0.5,True,S
SAMEA7545942,atb.bakta.r0.2.batch.343.tar.xz,4309473,106,0.5,True,S
SAMEA7526186,atb.bakta.r0.2.batch.342.tar.xz,4338486,99,0.5,True,S
SAMEA7543908,atb.bakta.r0.2.batch.343.tar.xz,4347565,86,1.0,True,S
SAMEA7525878,atb.bakta.r0.2.batch.342.tar.xz,4317021,138,0.25,True,S
SAMEA8718839,atb.bakta.r0.2.batch.347.tar.xz,4334703,97,0.5,True,S
SAMEA104362249,atb.bakta.r0.2.batch.350.tar.xz,4323386,98,0.25,True,S
SAMEA7544623,atb.bakta.r0.2.batch.343.tar.xz,4381199,74,0.25,True,S
SAMEA7563878,atb.bakta.r0.2.batch.346.tar.xz,4289480,140,0.25,True,S
SAMEA7563035,atb.bakta.r0.2.batch.346.tar.xz,4336376,94,0.25,True,S
SAMEA7544118,atb.bakta.r0.2.batch.343.tar.xz,4352266,91,0.5,True,S
SAMEA7525049,atb.bakta.r0.2.batch.342.tar.xz,4377860,119,0.5,True,S
SAMEA7562283,atb.bakta.r0.2.batch.642_d.tar.xz,4315355,114,0.25,True,S
SAMEA7525737,atb.bakta.r0.2.batch.342.tar.xz,4317888,151,1.0,True,S
SAMEA5569782,atb.bakta.r0.2.batch.340.tar.xz,4193201,301,0.5,True,S
SAMEA7561518,atb.bakta.r0.2.batch.346.tar.xz,4272660,193,0.25,True,S
SAMEA7563045,atb.bakta.r0.2.batch.346.tar.xz,4343298,87,0.25,True,S
SAMEA7556063,atb.bakta.r0.2.batch.345.tar.xz,4361196,98,0.25,True,S
SAMEA7525151,atb.bakta.r0.2.batch.342.tar.xz,4360295,94,0.12,True,S
SAMEA7525528,atb.bakta.r0.2.batch.342.tar.xz,4344532,130,0.5,True,S
SAMEA7562513,atb.bakta.r0.2.batch.346.tar.xz,4315464,139,0.5,True,S
SAMEA7525042,atb.bakta.r0.2.batch.342.tar.xz,4344869,104,0.5,True,S
SAMEA7541675,atb.bakta.r0.2.batch.343.tar.xz,4289943,104,0.5,True,S
SAMEA7526689,atb.bakta.r0.2.batch.342.tar.xz,4273284,153,0.5,True,S
SAMEA7544661,atb.bakta.r0.2.batch.343.tar.xz,4340775,86,0.25,True,S
SAMEA7526659,atb.bakta.r0.2.batch.342.tar.xz,4374892,101,0.06,True,S
SAMEA7525169,atb.bakta.r0.2.batch.342.tar.xz,4342853,131,0.5,True,S
SAMEA7526212,atb.bakta.r0.2.batch.342.tar.xz,4373713,71,0.06,True,S
SAMEA7541469,atb.bakta.r0.2.batch.343.tar.xz,4335004,144,0.5,True,S
SAMEA8742346,atb.bakta.r0.2.batch.347.tar.xz,4355313,101,0.03,True,S
SAMEA7525287,atb.bakta.r0.2.batch.342.tar.xz,4365312,107,0.5,True,S
SAMEA7555738,atb.bakta.r0.2.batch.345.tar.xz,4318472,100,0.25,True,S
SAMEA7526414,atb.bakta.r0.2.batch.342.tar.xz,4307253,137,0.03,True,S
SAMEA7526401,atb.bakta.r0.2.batch.342.tar.xz,4361422,68,0.25,True,S
SAMEA5570072,atb.bakta.r0.2.batch.340.tar.xz,4350770,78,0.5,True,S
SAMEA7546777,atb.bakta.r0.2.batch.343.tar.xz,4324093,93,0.5,True,S
SAMEA7526230,atb.bakta.r0.2.batch.342.tar.xz,4375143,91,0.125,True,S
SAMEA7561575,atb.bakta.r0.2.batch.346.tar.xz,4263825,147,0.5,True,S
SAMEA7525519,atb.bakta.r0.2.batch.342.tar.xz,4328330,190,0.125,True,S
SAMEA7526146,atb.bakta.r0.2.batch.342.tar.xz,4349615,76,0.06,True,S
SAMEA7526483,atb.bakta.r0.2.batch.342.tar.xz,4312530,375,0.06,True,S
SAMEA104362471,atb.bakta.r0.2.batch.350.tar.xz,4245109,168,0.5,True,S
SAMEA7545834,atb.bakta.r0.2.batch.343.tar.xz,4228883,235,0.25,True,S
SAMEA7524772,atb.bakta.r0.2.batch.342.tar.xz,4374584,112,0.125,True,S
SAMN05918719,,4395214,13,0.25,True,S
SAMEA7525581,atb.bakta.r0.2.batch.342.tar.xz,4299718,259,0.5,True,S
SAMEA7541697,atb.bakta.r0.2.batch.343.tar.xz,4316676,95,1.0,True,S
SAMEA7526636,atb.bakta.r0.2.batch.342.tar.xz,4338833,107,0.06,True,S
SAMEA7561613,atb.bakta.r0.2.batch.346.tar.xz,4296221,148,0.12,True,S
SAMEA8718313,atb.bakta.r0.2.batch.347.tar.xz,4341257,112,1.0,True,S
SAMEA8718730,atb.bakta.r0.2.batch.347.tar.xz,4340040,109,0.25,True,S
SAMEA7562848,atb.bakta.r0.2.batch.346.tar.xz,4347169,99,0.03,True,S
SAMEA104362234,atb.bakta.r0.2.batch.350.tar.xz,4272781,121,0.5,True,S
SAMEA7524810,atb.bakta.r0.2.batch.342.tar.xz,4377194,98,1.0,True,S
SAMEA7524755,atb.bakta.r0.2.batch.342.tar.xz,4371145,93,0.25,True,S
SAMEA7525654,atb.bakta.r0.2.batch.342.tar.xz,4372352,112,1.0,True,S
SAMEA7542357,atb.bakta.r0.2.batch.343.tar.xz,4346902,93,1.0,True,S
SAMEA8718460,atb.bakta.r0.2.batch.347.tar.xz,4334264,104,0.25,True,S
SAMEA8718659,atb.bakta.r0.2.batch.347.tar.xz,4339962,113,0.5,True,S
SAMEA7562473,atb.bakta.r0.2.batch.346.tar.xz,4331026,131,0.5,True,S
SAMEA7555890,atb.bakta.r0.2.batch.345.tar.xz,4308604,84,0.25,True,S
SAMEA7545830,atb.bakta.r0.2.batch.343.tar.xz,4245458,175,0.25,True,S
SAMEA7526184,atb.bakta.r0.2.batch.342.tar.xz,4345130,107,0.5,True,S
SAMEA104362373,atb.bakta.r0.2.batch.350.tar.xz,4286060,103,0.25,True,S
SAMEA7541665,atb.bakta.r0.2.batch.343.tar.xz,4329421,118,1.0,True,S
SAMEA7525259,atb.bakta.r0.2.batch.342.tar.xz,4290998,190,0.12,True,S
SAMN05915267,,4372594,1,0.5,True,S
SAMEA7525573,atb.bakta.r0.2.batch.342.tar.xz,4283479,355,0.5,True,S
SAMEA7526086,atb.bakta.r0.2.batch.342.tar.xz,4300436,82,0.03,True,S
SAMEA7563261,atb.bakta.r0.2.batch.346.tar.xz,4287977,117,0.5,True,S
SAMEA8742483,atb.bakta.r0.2.batch.347.tar.xz,4352105,90,1.0,True,S
SAMEA7562564,atb.bakta.r0.2.batch.346.tar.xz,4342021,123,0.25,True,S
SAMEA7526480,atb.bakta.r0.2.batch.342.tar.xz,4344743,103,0.06,True,S
SAMEA7541641,atb.bakta.r0.2.batch.343.tar.xz,4344438,93,0.5,True,S
SAMEA7562826,atb.bakta.r0.2.batch.346.tar.xz,4315059,110,0.25,True,S
SAMEA7544122,atb.bakta.r0.2.batch.343.tar.xz,4320871,110,4.0,True,R
SAMEA7541601,atb.bakta.r0.2.batch.343.tar.xz,4323211,113,0.5,True,S
SAMEA7542165,atb.bakta.r0.2.batch.642_a.tar.xz,4375580,88,0.5,True,S
SAMEA8742141,atb.bakta.r0.2.batch.347.tar.xz,4309111,118,0.5,True,S
SAMEA7545715,atb.bakta.r0.2.batch.343.tar.xz,4315447,100,0.5,True,S
SAMEA104362238,atb.bakta.r0.2.batch.350.tar.xz,4234643,116,0.5,True,S
SAMEA7525942,atb.bakta.r0.2.batch.342.tar.xz,4321067,128,0.25,True,S
SAMEA7561424,atb.bakta.r0.2.batch.346.tar.xz,4297303,136,0.5,True,S
SAMN05916387,,4411088,24,10.0,True,R
SAMEA8718541,atb.bakta.r0.2.batch.347.tar.xz,4273139,122,0.5,True,S
SAMN05916357,,4381336,50,8.0,True,R
SAMEA7524733,atb.bakta.r0.2.batch.342.tar.xz,4382087,102,0.5,True,S
SAMEA8718566,atb.bakta.r0.2.batch.347.tar.xz,4305382,101,0.5,True,S
SAMEA7544359,atb.bakta.r0.2.batch.343.tar.xz,4344825,97,1.0,True,S
SAMEA7541856,atb.bakta.r0.2.batch.343.tar.xz,4334670,106,0.5,True,S
SAMEA7545396,atb.bakta.r0.2.batch.343.tar.xz,4289678,119,0.5,True,S
SAMEA7560636,atb.bakta.r0.2.batch.346.tar.xz,4342652,93,0.25,True,S
SAMEA7544620,atb.bakta.r0.2.batch.343.tar.xz,4380572,89,0.25,True,S
SAMEA7542339,atb.bakta.r0.2.batch.343.tar.xz,4323187,111,1.0,True,S
SAMEA7526259,atb.bakta.r0.2.batch.342.tar.xz,4382867,90,0.5,True,S
SAMEA7545175,atb.bakta.r0.2.batch.343.tar.xz,4307958,124,0.5,True,S
SAMN06010415,,4405574,9,0.25,True,S
SAMEA7562538,atb.bakta.r0.2.batch.346.tar.xz,4340819,91,0.25,True,S
SAMEA8718576,atb.bakta.r0.2.batch.347.tar.xz,4291357,99,0.25,True,S
SAMEA7526218,atb.bakta.r0.2.batch.342.tar.xz,4306682,124,0.5,True,S
SAMEA7541786,atb.bakta.r0.2.batch.343.tar.xz,4338906,104,0.5,True,S
SAMEA5569837,atb.bakta.r0.2.batch.340.tar.xz,4310031,120,0.06,True,S
SAMEA7525123,atb.bakta.r0.2.batch.342.tar.xz,4362079,121,1.0,True,S
SAMEA7562325,atb.bakta.r0.2.batch.346.tar.xz,4304352,147,0.25,True,S
SAMEA7525308,atb.bakta.r0.2.batch.342.tar.xz,4376217,112,0.12,True,S
SAMEA7545990,atb.bakta.r0.2.batch.343.tar.xz,4333067,91,0.5,True,S
SAMEA7525209,atb.bakta.r0.2.batch.342.tar.xz,4362349,123,0.5,True,S
SAMEA7546297,atb.bakta.r0.2.batch.343.tar.xz,4269207,138,0.25,True,S
SAMEA7525493,atb.bakta.r0.2.batch.342.tar.xz,4285501,280,0.25,True,S
SAMN05916247,,4349358,11,0.25,True,S
SAMEA7562372,atb.bakta.r0.2.batch.642_a.tar.xz,4292145,144,0.06,True,S
SAMEA7563429,atb.bakta.r0.2.batch.346.tar.xz,4337760,127,0.25,True,S
SAMEA7526075,atb.bakta.r0.2.batch.342.tar.xz,4307276,144,0.12,True,S
SAMEA7525794,atb.bakta.r0.2.batch.342.tar.xz,4301956,164,0.5,True,S
SAMEA7560937,atb.bakta.r0.2.batch.346.tar.xz,4330043,167,0.5,True,S
SAMEA7562019,atb.bakta.r0.2.batch.346.tar.xz,4297159,164,1.0,True,S
SAMEA7525146,atb.bakta.r0.2.batch.342.tar.xz,4335449,137,0.5,True,S
SAMEA5569934,atb.bakta.r0.2.batch.340.tar.xz,4360787,84,0.5,True,S
SAMEA7545680,atb.bakta.r0.2.batch.343.tar.xz,4353446,77,0.5,True,S
SAMEA7526201,atb.bakta.r0.2.batch.342.tar.xz,4351448,108,0.06,True,S
SAMEA5569612,atb.bakta.r0.2.batch.340.tar.xz,4358117,76,0.5,True,S
SAMEA7525992,atb.bakta.r0.2.batch.342.tar.xz,4321850,111,0.25,True,S
SAMEA7546549,atb.bakta.r0.2.batch.343.tar.xz,4199928,277,0.5,True,S
SAMEA7526009,atb.bakta.r0.2.batch.342.tar.xz,4340194,114,4.0,True,R
SAMEA104362247,atb.bakta.r0.2.batch.350.tar.xz,4314368,103,0.5,True,S
SAMEA7525216,atb.bakta.r0.2.batch.342.tar.xz,4334906,102,0.25,True,S
SAMEA7525398,atb.bakta.r0.2.batch.342.tar.xz,4347653,118,0.5,True,S
SAMEA7562504,atb.bakta.r0.2.batch.346.tar.xz,4322649,117,1.0,True,S
SAMEA8718491,atb.bakta.r0.2.batch.347.tar.xz,4344400,103,0.5,True,S
SAMN05918749,,4396708,50,0.25,True,S
SAMEA7561819,atb.bakta.r0.2.batch.346.tar.xz,4296247,175,0.25,True,S
SAMEA7526247,atb.bakta.r0.2.batch.342.tar.xz,4367751,94,0.25,True,S
SAMEA7525088,atb.bakta.r0.2.batch.342.tar.xz,4366817,98,0.25,True,S
SAMEA7525563,atb.bakta.r0.2.batch.342.tar.xz,4357511,180,0.25,True,S
SAMEA7526608,atb.bakta.r0.2.batch.342.tar.xz,4377807,89,0.06,True,S
SAMEA7561051,atb.bakta.r0.2.batch.346.tar.xz,4348714,103,0.5,True,S
SAMEA8742054,atb.bakta.r0.2.batch.347.tar.xz,4248873,158,0.5,True,S
SAMEA7524898,atb.bakta.r0.2.batch.342.tar.xz,4345885,105,0.25,True,S
SAMEA8718592,atb.bakta.r0.2.batch.347.tar.xz,4313326,114,0.25,True,S
SAMEA7562345,atb.bakta.r0.2.batch.642_b.tar.xz,4322426,123,0.5,True,S
SAMEA8718911,atb.bakta.r0.2.batch.347.tar.xz,4345764,100,0.25,True,S
SAMEA7525532,atb.bakta.r0.2.batch.342.tar.xz,4288777,159,0.25,True,S
SAMEA7560956,atb.bakta.r0.2.batch.346.tar.xz,4331520,103,0.25,True,S
SAMEA7546963,atb.bakta.r0.2.batch.344.tar.xz,4353210,102,0.5,True,S
SAMEA7545223,atb.bakta.r0.2.batch.343.tar.xz,4361775,92,0.5,True,S
SAMEA7544556,atb.bakta.r0.2.batch.343.tar.xz,4363743,76,0.25,True,S
SAMEA7542146,atb.bakta.r0.2.batch.343.tar.xz,4340795,109,0.5,True,S
SAMEA7544032,atb.bakta.r0.2.batch.343.tar.xz,4322091,162,0.5,True,S
SAMEA7545388,atb.bakta.r0.2.batch.343.tar.xz,4284132,114,0.5,True,S
SAMEA7560652,atb.bakta.r0.2.batch.346.tar.xz,4341366,108,0.25,True,S
SAMEA7542337,atb.bakta.r0.2.batch.343.tar.xz,4322475,91,0.25,True,S
SAMEA7543909,atb.bakta.r0.2.batch.343.tar.xz,4338349,91,0.5,True,S
SAMEA7526161,atb.bakta.r0.2.batch.342.tar.xz,4376365,99,0.25,True,S
SAMEA5569636,atb.bakta.r0.2.batch.340.tar.xz,4339087,99,0.5,True,S
SAMEA7541566,atb.bakta.r0.2.batch.343.tar.xz,4301589,122,0.5,True,S
SAMEA7555973,atb.bakta.r0.2.batch.345.tar.xz,4342018,98,0.12,True,S
SAMEA7541455,atb.bakta.r0.2.batch.343.tar.xz,4331921,106,0.5,True,S
SAMEA7525525,atb.bakta.r0.2.batch.342.tar.xz,4329653,155,0.5,True,S
SAMEA7562307,atb.bakta.r0.2.batch.346.tar.xz,4304307,140,0.5,True,S
SAMEA7525144,atb.bakta.r0.2.batch.342.tar.xz,4372782,127,0.5,True,S
SAMEA7525089,atb.bakta.r0.2.batch.342.tar.xz,4343551,145,0.5,True,S
SAMEA7563563,atb.bakta.r0.2.batch.346.tar.xz,4325332,119,0.12,True,S
SAMEA7525650,atb.bakta.r0.2.batch.342.tar.xz,4344261,128,0.5,True,S
SAMEA7560960,atb.bakta.r0.2.batch.346.tar.xz,4362662,88,0.5,True,S
SAMEA5569517,atb.bakta.r0.2.batch.340.tar.xz,4351287,94,0.5,True,S
SAMEA7525623,atb.bakta.r0.2.batch.342.tar.xz,4331034,192,0.25,True,S
SAMEA7526291,atb.bakta.r0.2.batch.342.tar.xz,4344748,100,0.5,True,S
SAMN05918715,,4401021,54,0.25,True,S
SAMEA7562341,atb.bakta.r0.2.batch.346.tar.xz,4261385,119,0.25,True,S
SAMEA7526580,atb.bakta.r0.2.batch.342.tar.xz,4381764,87,0.5,True,S
SAMN05916291,,4379086,67,2.0,True,R
SAMEA7525170,atb.bakta.r0.2.batch.342.tar.xz,4360388,134,0.5,True,S
SAMEA8718953,atb.bakta.r0.2.batch.347.tar.xz,4330377,96,0.5,True,S
SAMEA8742560,atb.bakta.r0.2.batch.347.tar.xz,4352117,78,1.0,True,S
SAMEA7560658,atb.bakta.r0.2.batch.346.tar.xz,4332666,131,0.25,True,S
SAMEA8741909,atb.bakta.r0.2.batch.347.tar.xz,4354790,103,1.0,True,S
SAMEA7525061,atb.bakta.r0.2.batch.342.tar.xz,4347795,110,0.12,True,S
SAMN05918712,,4392069,30,0.25,True,S
SAMEA7526115,atb.bakta.r0.2.batch.342.tar.xz,4328910,145,0.25,True,S
SAMEA7545541,atb.bakta.r0.2.batch.343.tar.xz,4328085,90,0.5,True,S
SAMEA7525770,atb.bakta.r0.2.batch.342.tar.xz,4299071,141,0.5,True,S
SAMN05918579,,4386208,1,0.25,True,S
SAMEA7564173,atb.bakta.r0.2.batch.346.tar.xz,4277713,159,0.25,True,S
SAMEA7563691,atb.bakta.r0.2.batch.346.tar.xz,4328238,128,0.25,True,S
SAMEA7555761,atb.bakta.r0.2.batch.345.tar.xz,4351662,82,1.0,True,S
SAMEA7560931,atb.bakta.r0.2.batch.346.tar.xz,4333223,118,0.25,True,S
SAMEA7544690,atb.bakta.r0.2.batch.343.tar.xz,4354041,97,0.25,True,S
SAMEA7541627,atb.bakta.r0.2.batch.343.tar.xz,4327839,101,0.5,True,S
SAMEA7541738,atb.bakta.r0.2.batch.343.tar.xz,4324418,89,0.5,True,S
SAMEA7561813,atb.bakta.r0.2.batch.346.tar.xz,4271200,140,0.5,True,S
SAMEA7525256,atb.bakta.r0.2.batch.342.tar.xz,4299779,225,0.25,True,S
SAMEA7525064,atb.bakta.r0.2.batch.342.tar.xz,4344249,126,0.5,True,S
SAMEA7546587,atb.bakta.r0.2.batch.343.tar.xz,4339758,83,0.12,True,S
SAMEA7526886,atb.bakta.r0.2.batch.342.tar.xz,4370001,81,0.06,True,S
SAMEA8742393,atb.bakta.r0.2.batch.347.tar.xz,4352015,82,1.0,True,S
SAMEA8742316,atb.bakta.r0.2.batch.347.tar.xz,4342679,94,0.5,True,S
SAMEA7544391,atb.bakta.r0.2.batch.343.tar.xz,4334647,108,0.5,True,S
SAMEA7563817,atb.bakta.r0.2.batch.346.tar.xz,4368658,109,0.5,True,S
SAMEA7544220,atb.bakta.r0.2.batch.343.tar.xz,4329556,106,0.5,True,S
SAMEA7564046,atb.bakta.r0.2.batch.346.tar.xz,4321754,113,1.0,True,S
SAMEA7563354,atb.bakta.r0.2.batch.346.tar.xz,4329373,132,0.25,True,S
SAMEA7562305,atb.bakta.r0.2.batch.346.tar.xz,4317106,120,0.5,True,S
SAMEA7526714,atb.bakta.r0.2.batch.342.tar.xz,4309944,139,0.125,True,S
SAMEA7563189,atb.bakta.r0.2.batch.346.tar.xz,4299161,135,0.25,True,S
SAMEA7542251,atb.bakta.r0.2.batch.343.tar.xz,4353940,89,0.5,True,S
SAMEA8718616,atb.bakta.r0.2.batch.347.tar.xz,4295914,116,0.5,True,S
SAMN05916424,,4386811,33,0.25,True,S
SAMEA7545573,atb.bakta.r0.2.batch.642_a.tar.xz,4235806,201,0.25,True,S
SAMEA5569573,atb.bakta.r0.2.batch.340.tar.xz,4354161,83,0.5,True,S
SAMEA7525665,atb.bakta.r0.2.batch.342.tar.xz,4348587,106,1.0,True,S
SAMEA7563568,atb.bakta.r0.2.batch.346.tar.xz,4329482,115,0.25,True,S
SAMEA7541797,atb.bakta.r0.2.batch.343.tar.xz,4339631,88,0.5,True,S
SAMEA7542259,atb.bakta.r0.2.batch.343.tar.xz,4370906,77,0.5,True,S
SAMEA8718522,atb.bakta.r0.2.batch.347.tar.xz,4304302,101,1.0,True,S
SAMEA7525877,atb.bakta.r0.2.batch.342.tar.xz,4363698,103,0.25,True,S
SAMEA7541393,atb.bakta.r0.2.batch.343.tar.xz,4317577,116,4.0,True,R
SAMEA7560873,atb.bakta.r0.2.batch.346.tar.xz,4367195,100,0.5,True,S
SAMEA104362241,atb.bakta.r0.2.batch.350.tar.xz,4326765,100,0.5,True,S
SAMEA7526850,atb.bakta.r0.2.batch.342.tar.xz,4308066,143,0.5,True,S
SAMEA7563613,atb.bakta.r0.2.batch.346.tar.xz,4355638,91,0.5,True,S
SAMEA104362312,atb.bakta.r0.2.batch.350.tar.xz,4344844,90,0.5,True,S
SAMEA7544399,atb.bakta.r0.2.batch.343.tar.xz,4348021,87,0.25,True,S
SAMEA7556019,atb.bakta.r0.2.batch.345.tar.xz,4331842,114,0.25,True,S
SAMEA8718679,atb.bakta.r0.2.batch.347.tar.xz,4357653,98,1.0,True,S
SAMEA8718520,atb.bakta.r0.2.batch.347.tar.xz,4324778,119,0.25,True,S
SAMEA104362422,atb.bakta.r0.2.batch.350.tar.xz,4279031,105,0.5,True,S
SAMEA104362297,atb.bakta.r0.2.batch.350.tar.xz,4333278,103,0.25,True,S
SAMEA8718458,atb.bakta.r0.2.batch.347.tar.xz,4321750,119,0.5,True,S
SAMEA8718258,atb.bakta.r0.2.batch.347.tar.xz,4315801,118,0.5,True,S
SAMEA7526240,atb.bakta.r0.2.batch.342.tar.xz,4366414,107,0.25,True,S
SAMEA1101505,atb.bakta.r0.2.batch.334.tar.xz,4329865,121,0.25,True,S
SAMEA7563141,atb.bakta.r0.2.batch.642_a.tar.xz,4325412,144,0.06,True,S
SAMEA7563633,atb.bakta.r0.2.batch.346.tar.xz,4322268,111,0.5,True,S
SAMEA7525663,atb.bakta.r0.2.batch.342.tar.xz,4371607,121,2.0,True,R
SAMEA7526299,atb.bakta.r0.2.batch.342.tar.xz,4359175,89,0.5,True,S
SAMEA7562549,atb.bakta.r0.2.batch.346.tar.xz,4333019,121,0.25,True,S
SAMEA7541543,atb.bakta.r0.2.batch.343.tar.xz,4306162,123,0.25,True,S
SAMEA7544412,atb.bakta.r0.2.batch.343.tar.xz,4344114,99,0.5,True,S
SAMEA7546957,atb.bakta.r0.2.batch.344.tar.xz,4353282,89,0.25,True,S
SAMEA7562810,atb.bakta.r0.2.batch.346.tar.xz,4348078,90,0.12,True,S
SAMEA7560844,atb.bakta.r0.2.batch.346.tar.xz,4334667,102,0.5,True,S
SAMN05918591,,4382613,5,0.25,True,S
SAMEA8718517,atb.bakta.r0.2.batch.347.tar.xz,4335193,109,0.5,True,S
SAMEA7546972,atb.bakta.r0.2.batch.344.tar.xz,4345614,85,0.5,True,S
SAMEA7555811,atb.bakta.r0.2.batch.345.tar.xz,4332693,128,0.12,True,S
SAMEA7561153,atb.bakta.r0.2.batch.346.tar.xz,4336706,105,0.12,True,S
SAMEA7562536,atb.bakta.r0.2.batch.346.tar.xz,4334407,117,0.25,True,S
SAMEA7560812,atb.bakta.r0.2.batch.346.tar.xz,4372911,97,0.25,True,S
